"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"25VDR-00150","MISSION ST","NORTON ST","SAN JUAN AVE","Referral","L&L WORLD","(415) 312-4616","IN FRONT OF CITY BANK (4638 Mission Street)","12/01/2025","APPROVED","9165000","94112","11/16/2025","11/15/2026","4638 MISSION ST","510-467-3923",,,"6001962,18144","2091940,35693","37,72418096387","-122,43536420542",,"POINT (-122.43536420541776 37.72418096386902)","POINT (-122.435364205 37.724180964)","Outer Mission","11","2025/12/02 03:52:14 AM","2025/12/03 05:29:23 AM"
"25MFF-00030","GROVE ST","08TH ST \ HYDE ST \ MARKET ST","LARKIN ST","FoodFac","Street Meet","415-786-3790",,"12/01/2025","APPROVED","6552000","94102","12/01/2025","11/15/2026","100 LARKIN ST","415-786-3790",,,"6007842,30167","2111812,50012","37,77907755856","-122,41644439257",,"POINT (-122.41644439257091 37.7790775585604)","POINT (-122.416444393 37.779077559)","Tenderloin","5","2025/12/02 03:52:14 AM","2025/12/03 05:29:23 AM"
"25MFF-00033","FRANKLIN ST","MYRTLE ST","GEARY BLVD","FoodFac","El Alambre","4152600184",,"12/01/2025","APPROVED","5817000","94109","12/01/2025","11/15/2026",,"Refer to Agent",,,"6005999,84","2114097,6808","37,78524832001","-122,42298068625",,"POINT (-122.42298068625475 37.78524832001322)","POINT (-122.422980686 37.78524832)","Western Addition","2","2025/12/02 03:52:14 AM","2025/12/03 05:29:23 AM"
"25EXC-00676","JUDAH ST","05TH AVE \ PARNASSUS AVE","06TH AVE","Excavation","Basset Engineering","4159302385","12-INCH DUCTILE IRON WATER MAININSTALLATION ON PARNASSUS AVENUE FROMSTANYAN STREET TO 6TH AVENUE, ON LAWTONSTREET FROM 7TH AVENUE TO FUNSTON AVENUE,AND VARIOUS STREET LOCATIONS","07/30/2026","ACTIVE","7640000","94122","03/18/2025","10/09/2026",,"Basset Engineering Conan Murray (415)916-0697","Gabriel Howell",,"5994425,4478","2105994,50831","37,76233924337","-122,46243628705",,"POINT (-122.46243628704755 37.76233924337036)","POINT (-122.462436287 37.762339243)","Inner Sunset","7","2026/08/03 03:02:27 AM","2026/08/04 05:20:14 AM"
"26EXC-03818","GEARY BLVD","05TH AVE","06TH AVE","Excavation","Pacific Gas & Electric","415-317-2492","EP 4134 GEARY BLVD SAN FRANCISCO","07/30/2026","ACTIVE","6061201","94118","08/17/2026","09/14/2026",,"800-pge-5000","Gabriel Howell",,"5994189,541","2112839,666","37,78112066005","-122,46374904466",,"POINT (-122.46374904465533 37.78112066005427)","POINT (-122.463749045 37.78112066)","Inner Richmond","1","2026/08/24 02:57:29 AM","2026/08/25 05:19:22 AM"
"26EXC-03873","18TH AVE","GEARY BLVD","ANZA ST","Excavation","Pacific Gas & Electric","5102920681","47344920 - 18TH AVE & GEARY BLVD FIF - gas","07/27/2026","ACTIVE","830000","94121","08/14/2026","10/10/2026",,"800-pge-5000","Gabriel Howell",,"5990299,1333","2112321,30249","37,77947241621","-122,47716988011",,"POINT (-122.47716988011193 37.779472416213466)","POINT (-122.47716988 37.779472416)","Outer Richmond","1","2026/08/26 03:10:54 AM","2026/08/27 05:19:55 AM"
"25MFF-00035","01ST ST","HOWARD ST","TEHAMA ST","FoodFac","Papalote Inc.",,,"12/02/2025","APPROVED","107000","94105","12/02/2025","11/15/2026",,"Refer to Agent",,,"6013888,14254","2115053,24707","37,78831404322","-122,39575635744",,"POINT (-122.39575635744359 37.788314043223444)","POINT (-122.395756357 37.788314043)","Financial District/South Beach","6","2025/12/03 04:22:18 AM","2025/12/04 05:17:28 AM"
"25EXC-05825","MAIN ST","MARKET ST","MISSION ST","Excavation","Bay Area Lightworks","415-822-2336","Main Street Improvements Phase I","12/11/2025","APPROVED","8627000","94105","01/12/2026","07/14/2028",,"415-822-2336","Jeffrey Ramirez",,"6013928,61479","2116565,8593","37,79246957545","-122,39572235543",,"POINT (-122.39572235543152 37.792469575448116)","POINT (-122.395722355 37.792469575)","Financial District/South Beach","6","2025/12/12 03:52:31 AM","2025/12/13 05:21:13 AM"
"26EXC-03792","14TH AVE","ORTEGA WAY \ PACHECO ST",,"Excavation","A. Ruiz Construction Co.","(415) 559-2938","Various Locations Pavement Renovation No.90 and sewer Replacement","08/31/2026","APPROVED","27123000","0","09/21/2026","10/12/2027",,"415-647-4010","Teresa McNamara",,"5991902,6432","2102506,25737","37,75261582267","-122,47090752942",,"POINT (-122.47090752941924 37.75261582266758)","POINT (-122.470907529 37.752615823)","Inner Sunset","7","2026/09/01 03:17:11 AM","2026/09/02 05:18:16 AM"
"26EXC-03860","COLLEGE AVE","SAINT MARYS AVE","CRESCENT AVE \ MISSION ST","Excavation","Pacific Gas & Electric","5102920681","45307783 - 115 College Ave - FHI - gas","07/24/2026","APPROVED","4263000","94112","08/24/2026","10/20/2026",,"800-pge-5000","Don Doan",,"6004612,967","2095972,687","37,73540304473","-122,42648781259",,"POINT (-122.42648781259304 37.73540304473103)","POINT (-122.426487813 37.735403045)","Bernal Heights","8","2026/07/27 03:01:37 AM","2026/07/28 05:24:57 AM"
"26EXC-03813","MINNA ST","NEW MONTGOMERY ST","03RD ST","Excavation","Pacific Gas & Electric","5102920681","STS-COND_BROK_REPL - 147 MINNA ST SAN FR","08/25/2026","APPROVED","9041000","94105","09/11/2026","10/09/2026",,"800-pge-5000","Jeffrey Ramirez",,"6012436,50555","2114392,88701","37,7864199896","-122,40073240469",,"POINT (-122.40073240468949 37.78641998960059)","POINT (-122.400732405 37.78641999)","Financial District/South Beach","6","2026/08/26 03:10:54 AM","2026/08/27 05:19:55 AM"
"25IE-00485","25TH ST","DOLORES ST","CHURCH ST","StrtImprov","O'Connor Pipelines","415 722-7518","New curb cut per planning 2024-003281PRJ and planning record no. 2024-003281VAR.","04/24/2026","ACTIVE","1450000","94114",,,"3864 25TH ST","Refer to Agent","Mario Novoa",,"6004736,22586","2101377,12302","37,75024934448","-122,42644634894","202508052366","POINT (-122.42644634893935 37.75024934448434)","POINT (-122.426446349 37.750249344)","Noe Valley","8","2026/07/07 03:40:08 AM","2026/07/08 05:23:19 AM"
"26EXC-01206","POLK ST","ALICE B TOKLAS PL \ MYRTLE ST","GEARY ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","10560000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6006954,01293","2114229,09795","37,78566295474","-122,41968886134",,"POINT (-122.41968886133999 37.78566295473954)","POINT (-122.419688861 37.785662955)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","ELLIS ST","HYDE ST","LARKIN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","5177000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007753,02714","2113731,72976","37,78434227933","-122,41688924337",,"POINT (-122.41688924337127 37.7843422793314)","POINT (-122.416889243 37.784342279)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"25MFF-00035","SPEAR ST","MARKET ST","MISSION ST","FoodFac","Papalote Inc.",,,"12/02/2025","APPROVED","12044000","94105","12/02/2025","11/15/2026",,"Refer to Agent",,,"6014193,82843","2116806,79446","37,79314587677","-122,3948215827",,"POINT (-122.39482158269881 37.793145876766566)","POINT (-122.394821583 37.793145877)","Financial District/South Beach","6","2025/12/03 04:22:18 AM","2025/12/04 05:17:28 AM"
"26EXC-01206","ELLIS ST","CYRIL MAGNIN ST","MASON ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","5171000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6010016,02183","2114047,21961","37,78533557017","-122,40908230553",,"POINT (-122.40908230553129 37.785335570167675)","POINT (-122.409082306 37.78533557)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"25EXC-05825","MISSION ST","SPEAR ST","MAIN ST","Excavation","Bay Area Lightworks","415-822-2336","Main Street Improvements Phase I","12/11/2025","APPROVED","9084000","94105","01/12/2026","07/14/2028",,"415-822-2336","Jeffrey Ramirez",,"6014279,70228","2116456,79741","37,79218964086","-122,39449993289",,"POINT (-122.39449993288866 37.79218964086212)","POINT (-122.394499933 37.792189641)","Financial District/South Beach","6","2025/12/12 03:52:31 AM","2025/12/13 05:21:13 AM"
"25EXC-05825","MAIN ST","MISSION ST",,"Excavation","Bay Area Lightworks","415-822-2336","Main Street Improvements Phase I","12/11/2025","APPROVED","24557000","0","01/12/2026","07/14/2028",,"415-822-2336","Jeffrey Ramirez","true","6014149,93798","2116332,84305","37,79184207644","-122,39494023756",,"POINT (-122.39494023756399 37.79184207644178)","POINT (-122.394940238 37.791842076)","Financial District/South Beach","6","2025/12/12 03:52:31 AM","2025/12/13 05:21:13 AM"
"26EXC-03831","16TH AVE","LAKE ST","CALIFORNIA ST","Excavation","San Francisco Water Department","415-550-4910","124 16th Av","07/24/2026","APPROVED","670000","94118","07/30/2026","09/12/2026","124 16TH AVE","CDD Dispatch 415-550-4900","Geyona Dean",,"5990883,89759","2114580,88992","37,78571052585","-122,47531196761",,"POINT (-122.47531196761076 37.78571052585238)","POINT (-122.475311968 37.785710526)","Outer Richmond","1","2026/07/27 03:01:37 AM","2026/07/28 05:24:57 AM"
"25EXC-05825","MISSION ST","MAIN ST","BEALE ST","Excavation","Bay Area Lightworks","415-822-2336","Main Street Improvements Phase I","12/11/2025","APPROVED","9085000","94105","01/12/2026","07/14/2028",,"415-822-2336","Jeffrey Ramirez",,"6014021,26606","2116209,93226","37,79149743646","-122,3953768314",,"POINT (-122.39537683140216 37.79149743645927)","POINT (-122.395376831 37.791497436)","Financial District/South Beach","6","2025/12/12 03:52:31 AM","2025/12/13 05:21:13 AM"
"26EXC-01206","ELLIS ST","HYDE ST",,"Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","25144000","0","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007990,01966","2113765,68061","37,7844488279","-122,41607173473",,"POINT (-122.41607173472549 37.784448827897876)","POINT (-122.416071735 37.784448828)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","HARLEM ALY","OFARRELL ST",,"Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","25143000","0","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008301,95337","2114153,71863","37,78553181996","-122,41502002292",,"POINT (-122.4150200229238 37.785531819962976)","POINT (-122.415020023 37.78553182)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","CALIFORNIA ST","HELEN ST","HYDE ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","3546000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007844,59367","2116178,15651","37,79106472007","-122,41674582842",,"POINT (-122.41674582842369 37.79106472006904)","POINT (-122.416745828 37.79106472)","Nob Hill","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","GEARY ST","HYDE ST","LARKIN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","6116000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007657,31738","2114412,31549","37,78620561817","-122,41726861174",,"POINT (-122.41726861174448 37.78620561816673)","POINT (-122.417268612 37.786205618)","Tenderloin","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","OFARRELL ST","TAYLOR ST","SHANNON ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9727000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6009253,68609","2114284,57968","37,78594456857","-122,4117365442",,"POINT (-122.41173654420012 37.785944568574855)","POINT (-122.411736544 37.785944569)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","VAN NESS AVE","OFARRELL ST","MYRTLE ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","13152101","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6006482,027","2113988,239","37,78497503118","-122,42130469133",,"POINT (-122.4213046913294 37.784975031184935)","POINT (-122.421304691 37.784975031)","Western Addition","2","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","OFARRELL ST","ELWOOD ST","MASON ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9725000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6009900,21761","2114373,47625","37,78622490497","-122,40950598907",,"POINT (-122.40950598907072 37.786224904969714)","POINT (-122.409505989 37.786224905)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","OFARRELL ST","SHANNON ST","JONES ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9728000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6009015,41389","2114251,81776","37,78584124285","-122,41255858692",,"POINT (-122.41255858692145 37.78584124284585)","POINT (-122.412558587 37.785841243)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","LARKIN ST","MYRTLE ST","GEARY ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","8131000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007431,32487","2114295,21104","37,78587136102","-122,41804218371",,"POINT (-122.41804218370528 37.7858713610203)","POINT (-122.418042184 37.785871361)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","OFARRELL ST","CYRIL MAGNIN ST","ELWOOD ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9724000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6010007,75879","2114388,26294","37,78627153087","-122,40913496681",,"POINT (-122.40913496681135 37.78627153086696)","POINT (-122.409134967 37.786271531)","Tenderloin","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-03864","GEARY ST","KEARNY ST","GRANT AVE","Excavation","Pacific Bell Telephone Company","209-595-6470","A05HC1Y","07/24/2026","ACTIVE","6107000","94108","08/24/2026","09/18/2026","49 GEARY ST","415-570-0767","Jeffrey Ramirez",,"6011452,34573","2114922,91092","37,78782036957","-122,40417468487",,"POINT (-122.40417468486997 37.78782036957457)","POINT (-122.404174685 37.78782037)","Financial District/South Beach","3","2026/09/03 03:03:51 AM","2026/09/04 05:17:45 AM"
"26EXC-01206","MYRTLE ST","LARKIN ST","ALICE B TOKLAS PL \ POLK ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9471000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007204,79066","2114178,2136","37,7855373621","-122,41881763042",,"POINT (-122.41881763042262 37.785537362101664)","POINT (-122.41881763 37.785537362)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","FULTON ST","HYDE ST \ UNITED NATIONS PLZ","LARKIN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","5881000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007990,40788","2112031,23203","37,77968647174","-122,41594752519",,"POINT (-122.41594752518955 37.77968647174449)","POINT (-122.415947525 37.779686472)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","POST ST","LEAVENWORTH ST","HYDE ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","10636000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008085,22151","2114820,15689","37,78734951605","-122,415817061",,"POINT (-122.41581706100015 37.787349516048934)","POINT (-122.415817061 37.787349516)","Nob Hill","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","HYDE ST","POST ST","SUTTER ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","7122000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007823,31642","2114957,36784","37,78771153675","-122,41673292465",,"POINT (-122.4167329246522 37.787711536745306)","POINT (-122.416732925 37.787711537)","Nob Hill","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","SUTTER ST","LARKIN ST","POLK ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","12329000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007085,50848","2115027,09245","37,78786145835","-122,41929055214",,"POINT (-122.4192905521416 37.78786145835203)","POINT (-122.419290552 37.787861458)","Nob Hill","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","JONES ST","OFARRELL ST","GEARY ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","7570000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008872,05543","2114407,13168","37,78625965085","-122,41306555488",,"POINT (-122.4130655548754 37.78625965085154)","POINT (-122.413065555 37.786259651)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-03867","11TH AVE","JUDAH ST","KIRKHAM ST","Excavation","Pacific Gas & Electric","5102920681","EP 1462 11TH AVE SAN FRANCISCO","07/28/2026","APPROVED","502000","94122","09/30/2026","10/28/2026",,"800-pge-5000","Jeffrey Ramirez",,"5992734,4293","2105596,6726","37,76114936809","-122,46825589477",,"POINT (-122.4682558947654 37.76114936809191)","POINT (-122.468255895 37.761149368)","Inner Sunset","7","2026/07/29 03:13:45 AM","2026/07/30 05:29:40 AM"
"26EXC-01206","EDDY ST","LEAVENWORTH ST","HYDE ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","5062000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008275,56244","2113457,86864","37,78361970091","-122,41506205688",,"POINT (-122.41506205687975 37.783619700914436)","POINT (-122.415062057 37.783619701)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","LARKIN ST","MYRTLE ST",,"Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","25171000","0","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong","true","6007442,87655","2114211,33064","37,78564169597","-122,4179962695",,"POINT (-122.417996269501 37.78564169597451)","POINT (-122.41799627 37.785641696)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","ELLIS ST","POWELL ST","CYRIL MAGNIN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","5170000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6010254,43482","2114080,35011","37,78543989159","-122,40825980248",,"POINT (-122.40825980248299 37.78543989158882)","POINT (-122.408259802 37.785439892)","Tenderloin","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","OFARRELL ST","LEAVENWORTH ST","HARLEM ALY","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9730000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008360,33274","2114161,74563","37,7855571405","-122,41481861509",,"POINT (-122.4148186150931 37.7855571405029)","POINT (-122.414818615 37.785557141)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","POST ST","LARKIN ST","POLK ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","10639000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007133,78132","2114687,85942","37,78693272628","-122,41909946514",,"POINT (-122.41909946513734 37.786932726281016)","POINT (-122.419099465 37.786932726)","Tenderloin","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","POST ST","MEACHAM PL","LARKIN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","10638000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007559,605","2114747,07005","37,78711927468","-122,41763040687",,"POINT (-122.41763040686965 37.78711927467718)","POINT (-122.417630407 37.787119275)","Tenderloin","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","CYRIL MAGNIN ST","05TH ST \ MARKET ST","EDDY ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","4569000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6010221,308","2113632,588","37,78420860128","-122,40834281684",,"POINT (-122.4083428168384 37.784208601277335)","POINT (-122.408342817 37.784208601)","Tenderloin","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","OFARRELL ST","HYDE ST","LARKIN ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9733000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007704,6825","2114071,17129","37,78527158387","-122,41708055926",,"POINT (-122.41708055925903 37.78527158386992)","POINT (-122.417080559 37.785271584)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","HYDE ST","TURK ST","EDDY ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","7116000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008061,51457","2113254,884","37,78305032331","-122,41578820496",,"POINT (-122.41578820495856 37.78305032330742)","POINT (-122.415788205 37.783050323)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","ELLIS ST","TAYLOR ST","JONES ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","5173000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6009181,60013","2113931,26595","37,78497040982","-122,411960966",,"POINT (-122.41196096600248 37.784970409816644)","POINT (-122.411960966 37.78497041)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","HYDE ST","08TH ST \ GROVE ST \ MARKET ST","FULTON ST \ UNITED NATIONS PLZ","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","7112000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008257,205","2111856,772","37,77922245615","-122,41501220445",,"POINT (-122.41501220444782 37.77922245614745)","POINT (-122.415012204 37.779222456)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","POLK ST","OFARRELL ST","ALICE B TOKLAS PL \ MYRTLE ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","10559000","94109","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6006978,10477","2114058,7704","37,78519663406","-122,41959342135",,"POINT (-122.41959342134638 37.78519663406102)","POINT (-122.419593421 37.785196634)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","STOCKTON ST","04TH ST \ ELLIS ST \ MARKET ST","OFARRELL ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","12194000","94108","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6010830,452","2114282,985","37,78602853134","-122,40628122776",,"POINT (-122.40628122776133 37.78602853133582)","POINT (-122.406281228 37.786028531)","Financial District/South Beach","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","HYDE ST","TURK ST",,"Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","24933000","0","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6008085,30197","2113084,93429","37,78258501951","-122,41569387281",,"POINT (-122.41569387280528 37.782585019514215)","POINT (-122.415693873 37.78258502)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"25MFF-00036","MONTGOMERY ST","POST ST","SUTTER ST","FoodFac","Plaza Garibaldy","650-834-0355",,"12/03/2025","APPROVED","9297000","94104","12/03/2025","11/15/2026",,"650-834-0355",,,"6012066,56199","2115547,94256","37,78957085966","-122,40209355721",,"POINT (-122.4020935572141 37.78957085966311)","POINT (-122.402093557 37.78957086)","Financial District/South Beach","3","2025/12/04 03:57:36 AM","2025/12/05 05:17:42 AM"
"25MFF-00037","CALIFORNIA ST","LEIDESDORFF ST","MONTGOMERY ST","FoodFac","Plaza Garibaldy","650-834-0355",,"12/03/2025","APPROVED","3529000","94104","12/03/2025","11/15/2026",,"Refer to Agent",,,"6012013,59169","2116762,49155","37,79290276633","-122,4023622632",,"POINT (-122.40236226320252 37.7929027663318)","POINT (-122.402362263 37.792902766)","Financial District/South Beach","3","2025/12/04 03:57:36 AM","2025/12/05 05:17:42 AM"
